shipment_id,transport_mode,recorded_date,recorded_time,recorded_datetime,origin_location,destination_location,cargo_type,temperature_celsius,humidity_percentage,vibration_level,pressure_kpa,exposure_duration_hours,door_open_count,salinity_ppt,thermal_leakage_score,spoilage_risk_percent,remaining_shelf_life_days,spoilage_status
RAIL0820,Intermodal Rail,2025-02-06,04:40,2025-02-06 04:40:00,Guwahati,Chennai,Fruits,9.7,84.0,2.7,0.0,145.5,0,0.0,3.1,15.4,11.2,Fresh
RAIL0988,Intermodal Rail,2025-08-26,04:35,2025-08-26 04:35:00,Kolkata,Jammu,Pharmaceuticals,7.3,41.7,1.8,0.0,167.6,0,0.0,5.5,7.9,28.4,Fresh
RAIL0986,Intermodal Rail,2026-01-13,11:20,2026-01-13 11:20:00,Delhi,Jaipur,Seafood,2.6,31.3,3.7,0.0,147.6,0,0.0,3.5,13.3,3.3,Fresh
RAIL0128,Intermodal Rail,2026-05-18,04:05,2026-05-18 04:05:00,Kolkata,Kochi,Fruits,10.3,72.1,1.8,0.0,127.0,0,0.0,3.4,18.6,10.8,Fresh
RAIL0155,Intermodal Rail,2025-11-18,22:05,2025-11-18 22:05:00,Kolkata,Kochi,Pharmaceuticals,-0.7,55.1,3.6,0.0,143.0,0,0.0,0.4,6.4,28.8,Fresh
RAIL0956,Intermodal Rail,2026-03-10,16:20,2026-03-10 16:20:00,Delhi,Jaipur,Fruits,13.4,64.5,1.0,0.0,142.8,0,0.0,6.7,24.9,10.2,Fresh
RAIL0506,Intermodal Rail,2024-09-19,20:35,2024-09-19 20:35:00,Mumbai,Bengaluru,Vegetables,8.1,57.4,2.5,0.0,144.0,0,0.0,5.1,16.8,9.6,Fresh
RAIL0200,Intermodal Rail,2026-01-26,06:55,2026-01-26 06:55:00,Delhi,Jaipur,Dairy,5.8,60.3,2.6,0.0,122.1,0,0.0,1.9,16.1,6.4,Fresh
RAIL0531,Intermodal Rail,2024-11-24,00:15,2024-11-24 00:15:00,Delhi,Nagpur,Dairy,2.1,60.0,2.1,0.0,122.2,0,0.0,6.3,19.3,6.3,Fresh
RAIL0801,Intermodal Rail,2024-06-23,07:55,2024-06-23 07:55:00,Mumbai,Nagpur,Fruits,6.2,47.2,2.3,0.0,138.2,0,0.0,7.1,11.9,11.8,Fresh
RAIL0184,Intermodal Rail,2025-04-28,02:05,2025-04-28 02:05:00,Guwahati,Jaipur,Fruits,10.0,68.3,2.8,0.0,140.9,0,0.0,2.9,11.6,11.1,Fresh
RAIL0107,Intermodal Rail,2025-10-28,23:00,2025-10-28 23:00:00,Ahmedabad,Jammu,Meat,1.2,56.5,2.6,0.0,131.3,0,0.0,4.7,19.6,5.4,Fresh
RAIL0456,Intermodal Rail,2024-02-05,02:30,2024-02-05 02:30:00,Mumbai,Kochi,Fruits,12.2,53.7,2.8,0.0,133.0,0,0.0,3.2,11.4,10.6,Fresh
RAIL0060,Intermodal Rail,2026-06-27,14:15,2026-06-27 14:15:00,Kolkata,Jaipur,Vegetables,6.3,90.3,2.6,0.0,126.1,0,0.0,4.8,23.9,8.5,Fresh
RAIL0728,Intermodal Rail,2025-12-08,09:15,2025-12-08 09:15:00,Mumbai,Chennai,Meat,1.2,66.6,3.4,0.0,143.6,0,0.0,5.0,16.9,5.2,Fresh
RAIL0025,Intermodal Rail,2025-05-06,11:40,2025-05-06 11:40:00,Chennai,Kochi,Vegetables,6.3,71.9,3.6,0.0,146.2,0,0.0,3.3,18.2,8.3,Fresh
RAIL0938,Intermodal Rail,2025-05-15,07:15,2025-05-15 07:15:00,Guwahati,Jaipur,Flowers,4.3,74.5,3.2,0.0,133.7,0,0.0,4.6,18.3,5.0,Fresh
RAIL0603,Intermodal Rail,2024-01-20,07:05,2024-01-20 07:05:00,Delhi,Nagpur,Fruits,11.8,69.0,3.8,0.0,126.0,0,0.0,4.9,19.5,10.5,Fresh
RAIL0475,Intermodal Rail,2025-08-26,06:00,2025-08-26 06:00:00,Delhi,Guwahati,Fruits,8.2,43.0,1.8,0.0,160.9,0,0.0,6.1,16.6,10.3,Fresh
RAIL0230,Intermodal Rail,2025-01-16,05:35,2025-01-16 05:35:00,Guwahati,Bengaluru,Fruits,11.9,76.2,2.7,0.0,161.4,0,0.0,4.9,22.0,10.6,Fresh
RAIL0263,Intermodal Rail,2025-06-08,20:35,2025-06-08 20:35:00,Guwahati,Bengaluru,Dairy,2.7,55.0,2.9,0.0,137.4,0,0.0,4.9,12.4,6.5,Fresh
RAIL0502,Intermodal Rail,2024-09-14,00:55,2024-09-14 00:55:00,Kolkata,Bengaluru,Fruits,10.2,44.9,1.5,0.0,141.5,0,0.0,4.7,14.6,11.0,Fresh
RAIL0822,Intermodal Rail,2026-08-07,08:15,2026-08-07 08:15:00,Mumbai,Jaipur,Seafood,3.7,43.5,0.9,0.0,166.9,0,0.0,2.0,13.7,3.3,Fresh
RAIL0040,Intermodal Rail,2024-12-21,10:05,2024-12-21 10:05:00,Chennai,Nagpur,Pharmaceuticals,7.4,57.1,4.2,0.0,148.9,0,0.0,6.8,17.8,26.9,Fresh
RAIL0283,Intermodal Rail,2024-01-24,14:25,2024-01-24 14:25:00,Kolkata,Nagpur,Vegetables,8.3,52.5,2.9,0.0,144.8,0,0.0,5.1,14.4,8.7,Fresh
RAIL0902,Intermodal Rail,2026-06-11,04:40,2026-06-11 04:40:00,Guwahati,Bengaluru,Fruits,8.3,68.7,2.3,0.0,143.9,0,0.0,2.0,14.4,10.8,Fresh
RAIL0716,Intermodal Rail,2026-03-18,22:50,2026-03-18 22:50:00,Chennai,Nagpur,Dairy,2.1,63.9,3.9,0.0,139.7,0,0.0,5.6,22.1,6.5,Fresh
RAIL0886,Intermodal Rail,2026-05-24,10:25,2026-05-24 10:25:00,Chennai,Kochi,Pharmaceuticals,8.7,59.1,1.7,0.0,135.7,0,0.0,1.1,4.6,28.9,Fresh
RAIL0689,Intermodal Rail,2025-10-04,00:55,2025-10-04 00:55:00,Guwahati,Chennai,Meat,2.8,51.2,1.9,0.0,123.8,0,0.0,5.0,8.9,5.8,Fresh
RAIL0360,Intermodal Rail,2024-03-27,08:35,2024-03-27 08:35:00,Mumbai,Jaipur,Meat,-1.9,60.6,2.7,0.0,125.8,0,0.0,0.2,1.0,6.0,Fresh
RAIL0437,Intermodal Rail,2025-04-22,08:45,2025-04-22 08:45:00,Ahmedabad,Jaipur,Flowers,7.1,30.4,1.6,0.0,157.2,0,0.0,6.1,15.7,4.8,Fresh
RAIL0947,Intermodal Rail,2026-01-02,16:10,2026-01-02 16:10:00,Kolkata,Bengaluru,Meat,1.5,58.4,3.7,0.0,164.4,0,0.0,3.5,16.6,5.9,Fresh
RAIL0946,Intermodal Rail,2026-04-11,11:10,2026-04-11 11:10:00,Mumbai,Jammu,Pharmaceuticals,4.1,59.1,1.9,0.0,157.2,0,0.0,3.2,13.6,27.6,Fresh
RAIL0555,Intermodal Rail,2024-04-22,09:35,2024-04-22 09:35:00,Chennai,Guwahati,Meat,0.3,63.0,3.0,0.0,122.1,0,0.0,5.9,14.2,5.6,Fresh
RAIL0349,Intermodal Rail,2025-04-27,23:05,2025-04-27 23:05:00,Mumbai,Jaipur,Vegetables,6.3,62.6,3.2,0.0,129.2,0,0.0,3.5,11.8,9.3,Fresh
RAIL0397,Intermodal Rail,2024-07-17,18:40,2024-07-17 18:40:00,Mumbai,Jammu,Seafood,3.3,54.7,2.1,0.0,129.5,0,0.0,4.9,11.8,3.5,Fresh
RAIL0196,Intermodal Rail,2025-05-20,22:10,2025-05-20 22:10:00,Delhi,Guwahati,Vegetables,8.6,58.5,3.3,0.0,166.0,0,0.0,5.2,21.7,8.5,Fresh
RAIL0377,Intermodal Rail,2024-12-14,02:00,2024-12-14 02:00:00,Guwahati,Jammu,Flowers,8.8,42.9,1.0,0.0,145.5,0,0.0,0.2,8.9,4.9,Fresh
RAIL0413,Intermodal Rail,2026-08-14,10:55,2026-08-14 10:55:00,Delhi,Nagpur,Seafood,-1.0,74.7,2.9,0.0,144.9,0,0.0,6.1,19.3,3.4,Fresh
RAIL0790,Intermodal Rail,2025-07-18,10:00,2025-07-18 10:00:00,Mumbai,Kochi,Flowers,4.3,62.4,1.8,0.0,159.2,0,0.0,4.5,20.3,4.0,Fresh
RAIL0484,Intermodal Rail,2024-01-28,08:00,2024-01-28 08:00:00,Ahmedabad,Jaipur,Meat,2.3,55.2,4.5,0.0,158.9,0,0.0,4.3,13.9,5.4,Fresh
RAIL0949,Intermodal Rail,2026-01-23,21:45,2026-01-23 21:45:00,Ahmedabad,Jaipur,Flowers,7.2,52.7,2.3,0.0,146.6,0,0.0,2.0,16.0,4.4,Fresh
RAIL0146,Intermodal Rail,2026-06-02,18:10,2026-06-02 18:10:00,Mumbai,Jammu,Dairy,3.2,68.4,2.0,0.0,161.3,0,0.0,3.0,17.8,6.9,Fresh
RAIL0249,Intermodal Rail,2026-07-01,10:35,2026-07-01 10:35:00,Guwahati,Bengaluru,Meat,3.2,59.5,2.6,0.0,164.1,0,0.0,5.3,19.5,5.2,Fresh
RAIL0718,Intermodal Rail,2026-05-15,01:35,2026-05-15 01:35:00,Chennai,Nagpur,Dairy,4.1,44.4,3.7,0.0,137.8,0,0.0,4.1,12.4,6.6,Fresh
RAIL0943,Intermodal Rail,2024-05-28,23:15,2024-05-28 23:15:00,Kolkata,Chennai,Vegetables,6.4,31.7,1.9,0.0,144.7,0,0.0,4.7,8.3,9.5,Fresh
RAIL0519,Intermodal Rail,2024-05-06,18:35,2024-05-06 18:35:00,Mumbai,Chennai,Dairy,8.0,44.1,1.5,0.0,150.0,0,0.0,8.3,24.2,6.3,Fresh
RAIL0192,Intermodal Rail,2025-05-18,10:05,2025-05-18 10:05:00,Delhi,Jammu,Meat,3.8,65.3,0.8,0.0,132.4,0,0.0,2.4,10.7,5.1,Fresh
RAIL0245,Intermodal Rail,2024-10-19,07:55,2024-10-19 07:55:00,Mumbai,Kochi,Fruits,10.6,57.5,3.5,0.0,159.3,0,0.0,4.4,16.9,10.3,Fresh
RAIL0035,Intermodal Rail,2025-05-10,13:10,2025-05-10 13:10:00,Ahmedabad,Guwahati,Flowers,6.4,42.0,3.4,0.0,137.1,0,0.0,5.6,22.2,4.5,Fresh
RAIL0651,Intermodal Rail,2024-06-01,05:55,2024-06-01 05:55:00,Guwahati,Jaipur,Flowers,8.3,58.5,1.9,0.0,130.9,0,0.0,6.6,23.9,4.5,Fresh
RAIL0722,Intermodal Rail,2024-02-12,13:30,2024-02-12 13:30:00,Chennai,Jammu,Flowers,3.0,62.1,2.7,0.0,153.6,0,0.0,5.7,18.6,4.9,Fresh
RAIL0092,Intermodal Rail,2025-03-20,01:35,2025-03-20 01:35:00,Guwahati,Jaipur,Meat,3.1,58.5,3.4,0.0,128.3,0,0.0,5.4,17.6,5.2,Fresh
RAIL0104,Intermodal Rail,2024-06-24,14:25,2024-06-24 14:25:00,Ahmedabad,Chennai,Vegetables,3.9,78.8,2.9,0.0,124.8,0,0.0,6.9,18.9,8.3,Fresh
RAIL0878,Intermodal Rail,2026-08-02,07:50,2026-08-02 07:50:00,Ahmedabad,Bengaluru,Meat,1.1,46.9,4.1,0.0,133.2,0,0.0,4.7,15.2,5.6,Fresh
RAIL0485,Intermodal Rail,2025-03-13,03:35,2025-03-13 03:35:00,Guwahati,Jaipur,Dairy,0.9,60.1,1.3,0.0,141.9,0,0.0,6.8,23.0,5.7,Fresh
RAIL0965,Intermodal Rail,2025-02-12,09:45,2025-02-12 09:45:00,Chennai,Bengaluru,Fruits,7.5,45.0,1.6,0.0,125.4,0,0.0,6.7,13.7,11.1,Fresh
RAIL0183,Intermodal Rail,2024-09-06,18:45,2024-09-06 18:45:00,Guwahati,Jammu,Meat,-1.0,59.5,2.4,0.0,155.8,0,0.0,2.1,8.9,5.8,Fresh
RAIL0141,Intermodal Rail,2024-05-25,17:55,2024-05-25 17:55:00,Kolkata,Kochi,Seafood,4.3,53.3,2.2,0.0,129.7,0,0.0,5.6,21.3,3.3,Fresh
RAIL0829,Intermodal Rail,2024-12-31,13:45,2024-12-31 13:45:00,Chennai,Guwahati,Flowers,5.1,72.6,2.7,0.0,157.3,0,0.0,4.1,23.9,3.9,Fresh
RAIL0395,Intermodal Rail,2024-01-23,10:55,2024-01-23 10:55:00,Kolkata,Guwahati,Flowers,0.8,63.5,2.2,0.0,156.8,0,0.0,8.3,28.3,4.5,At Risk
RAIL0745,Intermodal Rail,2025-08-09,14:00,2025-08-09 14:00:00,Guwahati,Chennai,Dairy,1.6,54.5,1.7,0.0,120.6,0,0.0,2.2,11.1,6.9,Fresh
RAIL0717,Intermodal Rail,2024-05-27,23:10,2024-05-27 23:10:00,Guwahati,Jaipur,Flowers,7.6,52.2,2.7,0.0,120.6,0,0.0,6.0,15.2,4.5,Fresh
RAIL0082,Intermodal Rail,2025-03-16,10:55,2025-03-16 10:55:00,Mumbai,Nagpur,Flowers,5.9,64.7,1.9,0.0,129.6,0,0.0,3.0,18.7,4.7,Fresh
RAIL0817,Intermodal Rail,2024-06-14,04:05,2024-06-14 04:05:00,Ahmedabad,Nagpur,Pharmaceuticals,10.1,82.8,2.7,0.0,163.0,0,0.0,0.2,14.2,27.1,Fresh
RAIL0090,Intermodal Rail,2024-12-08,07:35,2024-12-08 07:35:00,Chennai,Bengaluru,Flowers,1.7,63.6,2.1,0.0,122.3,0,0.0,6.1,19.0,5.0,Fresh
RAIL0321,Intermodal Rail,2025-04-26,10:50,2025-04-26 10:50:00,Mumbai,Jammu,Flowers,6.8,85.4,4.8,0.0,137.9,0,0.0,5.8,24.8,4.1,Fresh
RAIL0078,Intermodal Rail,2025-06-07,13:10,2025-06-07 13:10:00,Kolkata,Bengaluru,Unknown,-1.3,90.6,1.5,0.0,150.6,0,0.0,6.3,26.3,3.1,At Risk
RAIL0479,Intermodal Rail,2025-01-21,16:00,2025-01-21 16:00:00,Kolkata,Nagpur,Fruits,13.0,59.7,0.8,0.0,164.2,0,0.0,5.8,21.7,10.5,Fresh
RAIL0478,Intermodal Rail,2025-10-12,17:05,2025-10-12 17:05:00,Ahmedabad,Jaipur,Flowers,3.8,80.7,3.6,0.0,128.1,0,0.0,4.9,26.5,4.5,At Risk
RAIL0985,Intermodal Rail,2025-01-16,12:15,2025-01-16 12:15:00,Chennai,Jammu,Fruits,12.3,43.8,1.9,0.0,149.3,0,0.0,4.9,15.7,11.0,Fresh
RAIL0736,Intermodal Rail,2026-06-19,16:10,2026-06-19 16:10:00,Mumbai,Bengaluru,Dairy,7.5,56.2,1.7,0.0,131.5,0,0.0,0.2,5.7,6.6,Fresh
RAIL0793,Intermodal Rail,2024-11-30,00:15,2024-11-30 00:15:00,Kolkata,Chennai,Seafood,-1.8,79.3,2.5,0.0,130.6,0,0.0,0.7,7.7,4.0,Fresh
RAIL0884,Intermodal Rail,2025-04-30,05:10,2025-04-30 05:10:00,Ahmedabad,Guwahati,Pharmaceuticals,4.5,67.8,2.3,0.0,150.9,0,0.0,3.7,7.9,28.4,Fresh
RAIL0583,Intermodal Rail,2024-09-12,05:05,2024-09-12 05:05:00,Kolkata,Nagpur,Dairy,6.8,53.5,2.2,0.0,133.8,0,0.0,6.1,20.3,6.7,Fresh
RAIL0358,Intermodal Rail,2026-03-06,20:30,2026-03-06 20:30:00,Chennai,Nagpur,Meat,3.3,83.9,3.0,0.0,121.7,0,0.0,5.6,21.2,5.5,Fresh
RAIL0733,Intermodal Rail,2025-08-27,00:30,2025-08-27 00:30:00,Kolkata,Jaipur,Seafood,2.0,47.2,2.7,0.0,161.0,0,0.0,4.0,15.7,3.7,Fresh
RAIL0798,Intermodal Rail,2025-12-12,21:45,2025-12-12 21:45:00,Delhi,Kochi,Pharmaceuticals,2.6,48.6,3.1,0.0,160.2,0,0.0,6.1,14.0,27.4,Fresh
RAIL0373,Intermodal Rail,2024-10-21,11:35,2024-10-21 11:35:00,Guwahati,Jaipur,Vegetables,6.2,69.9,1.3,0.0,161.9,0,0.0,4.6,18.7,8.9,Fresh
RAIL0123,Intermodal Rail,2025-02-09,19:15,2025-02-09 19:15:00,Kolkata,Jaipur,Seafood,1.5,88.4,4.4,0.0,125.5,0,0.0,3.4,21.9,3.6,Fresh
RAIL0509,Intermodal Rail,2024-03-17,05:10,2024-03-17 05:10:00,Kolkata,Nagpur,Meat,-3.9,54.7,1.5,0.0,146.5,0,0.0,8.3,14.6,5.8,Fresh
RAIL0635,Intermodal Rail,2024-04-22,09:05,2024-04-22 09:05:00,Delhi,Chennai,Flowers,3.1,78.4,2.5,0.0,159.6,0,0.0,6.3,25.0,4.2,At Risk
RAIL0527,Intermodal Rail,2024-03-01,06:40,2024-03-01 06:40:00,Guwahati,Jaipur,Dairy,3.1,84.8,3.2,0.0,148.2,0,0.0,5.0,25.9,6.3,At Risk
RAIL0369,Intermodal Rail,2025-04-20,18:00,2025-04-20 18:00:00,Ahmedabad,Jammu,Fruits,9.4,49.9,2.6,0.0,147.7,0,0.0,5.3,11.7,11.1,Fresh
RAIL0787,Intermodal Rail,2026-02-14,04:40,2026-02-14 04:40:00,Ahmedabad,Jaipur,Meat,1.4,59.2,3.3,0.0,134.8,0,0.0,4.7,11.9,5.8,Fresh
RAIL0390,Intermodal Rail,2026-08-12,17:05,2026-08-12 17:05:00,Guwahati,Chennai,Vegetables,8.3,63.0,3.0,0.0,129.3,0,0.0,3.0,7.8,9.4,Fresh
RAIL0319,Intermodal Rail,2024-10-22,18:55,2024-10-22 18:55:00,Kolkata,Bengaluru,Flowers,6.8,86.0,4.7,0.0,151.4,0,0.0,2.4,18.1,4.9,Fresh
RAIL0077,Intermodal Rail,2024-07-15,20:25,2024-07-15 20:25:00,Ahmedabad,Guwahati,Pharmaceuticals,5.8,50.7,2.5,0.0,120.5,0,0.0,4.9,14.5,27.6,Fresh
RAIL0434,Intermodal Rail,2026-08-09,21:25,2026-08-09 21:25:00,Chennai,Jammu,Pharmaceuticals,7.0,68.0,2.1,0.0,133.7,0,0.0,2.5,9.6,28.3,Fresh
RAIL0962,Intermodal Rail,2026-01-01,00:50,2026-01-01 00:50:00,Kolkata,Jammu,Flowers,2.4,60.9,2.5,0.0,127.3,0,0.0,7.0,17.1,5.0,Fresh
RAIL0317,Intermodal Rail,2025-08-02,04:55,2025-08-02 04:55:00,Guwahati,Jaipur,Pharmaceuticals,6.4,54.1,2.4,0.0,152.4,0,0.0,5.5,13.9,27.3,Fresh
RAIL0011,Intermodal Rail,2025-07-24,05:40,2025-07-24 05:40:00,Guwahati,Kochi,Dairy,2.0,73.7,0.6,0.0,164.0,0,0.0,1.9,18.3,6.0,Fresh
RAIL0257,Intermodal Rail,2025-03-08,19:15,2025-03-08 19:15:00,Delhi,Nagpur,Flowers,6.2,43.2,1.8,0.0,135.1,0,0.0,3.2,14.2,4.7,Fresh
RAIL0616,Intermodal Rail,2025-10-19,21:15,2025-10-19 21:15:00,Guwahati,Jammu,Seafood,2.7,65.2,1.8,0.0,146.0,0,0.0,3.5,13.6,3.2,Fresh
RAIL0333,Intermodal Rail,2024-02-09,06:55,2024-02-09 06:55:00,Mumbai,Bengaluru,Vegetables,11.2,57.4,2.1,0.0,132.9,0,0.0,9.2,20.2,8.6,Fresh
RAIL0239,Intermodal Rail,2026-07-30,22:20,2026-07-30 22:20:00,Ahmedabad,Kochi,Fruits,10.6,68.1,3.8,0.0,127.5,0,0.0,4.5,15.0,10.7,Fresh
RAIL0312,Intermodal Rail,2024-02-13,15:40,2024-02-13 15:40:00,Chennai,Jaipur,Pharmaceuticals,3.9,70.5,2.0,0.0,156.6,0,0.0,2.9,11.8,27.7,Fresh
RAIL0741,Intermodal Rail,2025-01-22,09:55,2025-01-22 09:55:00,Ahmedabad,Bengaluru,Pharmaceuticals,3.3,82.0,1.9,0.0,142.7,0,0.0,2.6,17.6,26.5,Fresh
RAIL0685,Intermodal Rail,2025-04-17,10:25,2025-04-17 10:25:00,Kolkata,Guwahati,Fruits,3.8,67.2,2.8,0.0,121.8,0,0.0,8.7,19.4,10.5,Fresh
RAIL0229,Intermodal Rail,2025-07-14,19:50,2025-07-14 19:50:00,Kolkata,Nagpur,Flowers,0.5,66.9,1.7,0.0,138.2,0,0.0,8.8,80.0,2.8,Spoiled
RAIL0784,Intermodal Rail,2026-05-03,22:45,2026-05-03 22:45:00,Kolkata,Jaipur,Seafood,2.6,72.2,1.8,0.0,145.1,0,0.0,3.6,27.0,2.9,At Risk
RAIL0314,Intermodal Rail,2024-04-24,21:00,2024-04-24 21:00:00,Chennai,Kochi,Vegetables,5.9,56.6,3.4,0.0,136.8,0,0.0,4.7,17.3,8.3,Fresh
RAIL0013,Intermodal Rail,2025-12-10,04:45,2025-12-10 04:45:00,Mumbai,Guwahati,Dairy,1.9,76.6,2.8,0.0,149.7,0,0.0,1.6,15.9,6.3,Fresh
RAIL0614,Intermodal Rail,2025-06-22,13:10,2025-06-22 13:10:00,Ahmedabad,Guwahati,Seafood,4.1,57.9,3.0,0.0,166.2,0,0.0,5.5,18.0,3.1,Fresh
RAIL0872,Intermodal Rail,2026-01-16,20:05,2026-01-16 20:05:00,Chennai,Guwahati,Fruits,5.9,65.9,3.4,0.0,143.7,0,0.0,8.2,20.7,10.9,Fresh
RAIL0043,Intermodal Rail,2026-02-19,09:50,2026-02-19 09:50:00,Delhi,Jaipur,Dairy,-0.6,86.3,1.8,0.0,129.2,0,0.0,0.2,10.8,6.4,Fresh
RAIL0367,Intermodal Rail,2025-01-26,09:25,2025-01-26 09:25:00,Guwahati,Bengaluru,Pharmaceuticals,3.9,62.5,3.4,0.0,155.3,0,0.0,3.1,8.6,28.5,Fresh
RAIL0955,Intermodal Rail,2026-03-26,10:30,2026-03-26 10:30:00,Chennai,Jammu,Meat,1.0,67.9,2.4,0.0,155.4,0,0.0,4.8,13.5,5.9,Fresh
RAIL0856,Intermodal Rail,2024-01-26,23:55,2024-01-26 23:55:00,Ahmedabad,Nagpur,Fruits,12.7,66.6,3.4,0.0,122.5,0,0.0,5.8,17.4,10.8,Fresh
RAIL0182,Intermodal Rail,2025-02-28,14:15,2025-02-28 14:15:00,Mumbai,Nagpur,Dairy,3.5,95.0,2.0,0.0,147.4,0,0.0,3.4,21.5,6.5,Fresh
RAIL0053,Intermodal Rail,2024-02-24,01:55,2024-02-24 01:55:00,Chennai,Bengaluru,Seafood,-2.1,66.5,3.1,0.0,161.6,0,0.0,0.2,11.5,3.7,Fresh
RAIL0473,Intermodal Rail,2025-04-07,21:00,2025-04-07 21:00:00,Mumbai,Jaipur,Flowers,2.4,41.9,3.5,0.0,138.9,0,0.0,2.2,9.6,4.4,Fresh
RAIL0705,Intermodal Rail,2025-11-18,06:50,2025-11-18 06:50:00,Ahmedabad,Guwahati,Pharmaceuticals,4.5,48.3,2.5,0.0,167.6,0,0.0,3.5,11.5,27.2,Fresh
RAIL0073,Intermodal Rail,2024-09-26,00:35,2024-09-26 00:35:00,Mumbai,Chennai,Fruits,12.4,31.6,4.6,0.0,130.5,0,0.0,5.2,11.0,10.6,Fresh
RAIL0237,Intermodal Rail,2025-11-29,02:05,2025-11-29 02:05:00,Kolkata,Guwahati,Fruits,13.2,83.5,2.5,0.0,140.4,0,0.0,6.6,26.9,10.2,At Risk
RAIL0268,Intermodal Rail,2025-09-28,10:05,2025-09-28 10:05:00,Ahmedabad,Bengaluru,Dairy,7.4,46.5,3.0,0.0,156.7,0,0.0,1.3,12.3,6.9,Fresh
RAIL0328,Intermodal Rail,2024-09-14,03:20,2024-09-14 03:20:00,Guwahati,Jaipur,Flowers,2.4,43.6,2.1,0.0,162.3,0,0.0,6.8,21.6,4.8,Fresh
RAIL0998,Intermodal Rail,2024-12-13,19:00,2024-12-13 19:00:00,Chennai,Kochi,Meat,23.0,79.7,2.5,0.0,125.4,0,0.0,8.7,21.4,5.4,Fresh
RAIL0977,Intermodal Rail,2024-04-17,22:50,2024-04-17 22:50:00,Delhi,Bengaluru,Pharmaceuticals,2.4,45.7,3.5,0.0,164.5,0,0.0,7.0,16.1,27.0,Fresh
RAIL0846,Intermodal Rail,2024-10-08,09:30,2024-10-08 09:30:00,Guwahati,Jaipur,Fruits,12.2,83.2,1.1,0.0,128.0,0,0.0,2.7,17.9,11.2,Fresh
RAIL0057,Intermodal Rail,2025-12-07,04:35,2025-12-07 04:35:00,Chennai,Jaipur,Meat,3.8,55.0,2.3,0.0,159.0,0,0.0,2.2,14.4,5.6,Fresh
