shipment_id	transport_mode	recorded_date	recorded_time	temperature_celsius	humidity_percentage	vibration_level	spoilage_status	cargo_type	origin_location	destination_location	exposure_duration_hours	spoilage_risk_percent	remaining_shelf_life_days	pressure_kpa	door_open_count	salinity_ppt	thermal_leakage_score
TRK0074	Cold-Chain Road Truck	04/01/2025	14:40	-0.9	63.8	2.1	Fresh	Meat	Mumbai	Pune	10	6.2	5.7	0	1	0	0
TRK0943	Cold-Chain Road Truck	08/10/2024	12:50	6.6	62.7	2.4	Fresh	Pharmaceuticals	Hyderabad	Delhi	5.4	10.4	28	0	1	0	0
TRK0330	Cold-Chain Road Truck	18/04/2026	18:00	3	58.8	7.6	At Risk	Dairy	Chennai	Mumbai	71.8	49	5.1	0	10	0	0
TRK0531	Cold-Chain Road Truck	11/04/2026	19:40	6.6	69.1	4.2	Fresh	Meat	Kolkata	Ahmedabad	10.9	20.2	5	0	2	0	0
TRK0359	Cold-Chain Road Truck	12/05/2026	10:30	2.2	75	3.7	At Risk	Dairy	Indore	Surat	26.8	28.8	5.8	0	5	0	0
TRK0410	Cold-Chain Road Truck	19/07/2025	10:30	1.9	53.6	3.2	Fresh	Pharmaceuticals	Indore	Mumbai	14.3	8.8	28.4	0	2	0	0
TRK0716	Cold-Chain Road Truck	31/12/2024	5:20	12.2	77.9	2.4	Fresh	Fruits	Nashik	Jaipur	4.4	15.8	10.9	0	1	0	0
TRK0710	Cold-Chain Road Truck	05/03/2024	20:10	10.5	47.3	4.5	At Risk	Seafood	Jaipur	Udaipur	56.7	50	2.7	0	10	0	0
TRK0635	Cold-Chain Road Truck	14/08/2025	0:55	16.8	74.9	5.1	At Risk	Flowers	Surat	Bhopal	44.2	53.6	3.1	0	7	0	0
TRK0683	Cold-Chain Road Truck	01/02/2026	5:10	8.9	82.2	4.5	At Risk	Flowers	Indore	Pune	26.7	36.4	3.8	0	3	0	0
TRK0510	Cold-Chain Road Truck	28/02/2025	13:25	7.7	78.8	5.2	At Risk	Flowers	Mumbai	Bhopal	43	41	3.8	0	6	0	0
TRK0377	Cold-Chain Road Truck	14/06/2026	7:55	8.8	56.1	7.4	Fresh	Pharmaceuticals	Udaipur	Bengaluru	50.3	21.9	25.9	0	8	0	0
TRK0664	Cold-Chain Road Truck	09/02/2026	4:45	4.7	67.5	5.7	At Risk	Meat	Hyderabad	Indore	61.2	47.1	4.8	0	7	0	0
TRK0962	Cold-Chain Road Truck	21/05/2024	15:20	7.9	96.2	4.2	At Risk	Vegetables	Kolkata	Mumbai	30.4	28.8	8.2	0	3	0	0
TRK0245	Cold-Chain Road Truck	21/09/2024	21:05	4.4	73	3.9	At Risk	Seafood	Lucknow	Jaipur	28.1	28	3.3	0	5	0	0
TRK0956	Cold-Chain Road Truck	19/10/2024	14:15	4.3	80.1	2.7	At Risk	Seafood	Kolkata	Bengaluru	27.3	35.3	3.1	0	3	0	0
TRK0525	Cold-Chain Road Truck	30/06/2026	0:00	2.2	83.9	8	At Risk	Pharmaceuticals	Pune	Mumbai	70.4	33.1	23.8	0	10	0	0
TRK0358	Cold-Chain Road Truck	07/01/2026	2:35	6.2	85.7	4.6	At Risk	Flowers	Bhopal	Surat	25.5	34.3	3.9	0	4	0	0
TRK0290	Cold-Chain Road Truck	04/05/2024	8:05	5.3	65	3.9	At Risk	Dairy	Udaipur	Ahmedabad	22.1	27.2	5.8	0	3	0	0
TRK0484	Cold-Chain Road Truck	27/02/2026	14:00	0.9	97.1	6.6	At Risk	Vegetables	Pune	Hyderabad	63.8	44.4	6.4	0	7	0	0
TRK0307	Cold-Chain Road Truck	29/03/2026	6:20	3.2	97.2	8.2	At Risk	Vegetables	Surat	Jaipur	70.2	46.1	7.1	0	8	0	0
TRK0200	Cold-Chain Road Truck	18/11/2024	13:10	1.8	62.7	3.8	Fresh	Meat	Chennai	Pune	23.3	22.4	5.1	0	3	0	0
TRK0193	Cold-Chain Road Truck	30/05/2026	15:00	6.7	86.8	3.3	Fresh	Meat	Mumbai	Hyderabad	2.2	24.2	4.8	0	1	0	0
TRK0802	Cold-Chain Road Truck	14/11/2025	14:05	2	40.5	5.2	Fresh	Pharmaceuticals	Bengaluru	Indore	54.8	15.9	27.1	0	6	0	0
TRK0736	Cold-Chain Road Truck	08/03/2025	20:00	12.3	90.4	5.9	At Risk	Vegetables	Nashik	Delhi	57.9	38.9	7.4	0	7	0	0
TRK0230	Cold-Chain Road Truck	25/12/2025	23:45	7.2	91.7	7.2	At Risk	Vegetables	Hyderabad	Udaipur	69.7	54.2	6.6	0	11	0	0
TRK0630	Cold-Chain Road Truck	20/06/2024	2:55	13.8	82.9	5.9	At Risk	Vegetables	Chennai	Hyderabad	65.9	44.5	7	0	9	0	0
TRK0013	Cold-Chain Road Truck	06/06/2026	2:00	4.9	88.1	4.7	At Risk	Vegetables	Ahmedabad	Chennai	26.8	27.4	8.3	0	3	0	0
TRK0092	Cold-Chain Road Truck	01/06/2025	20:35	1.4	93.1	2.9	Fresh	Vegetables	Kolkata	Lucknow	7.9	21.5	7.9	0	1	0	0
TRK0319	Cold-Chain Road Truck	06/09/2024	2:00	9.7	42.9	0.2	Fresh	Pharmaceuticals	Kolkata	Lucknow	2.1	9	28.3	0	1	0	0
TRK0689	Cold-Chain Road Truck	02/11/2025	4:00	3.6	56.9	5.3	At Risk	Vegetables	Jaipur	Indore	58.8	32.5	7.9	0	10	0	0
TRK0346	Cold-Chain Road Truck	13/11/2025	19:45	2.8	66.5	4.7	At Risk	Dairy	Mumbai	Ahmedabad	44.9	27.6	5.8	0	6	0	0
TRK0107	Cold-Chain Road Truck	09/08/2024	19:10	12.4	78.2	5.3	At Risk	Fruits	Surat	Jaipur	47.2	33.2	9.5	0	6	0	0
TRK0856	Cold-Chain Road Truck	04/09/2024	8:00	0.9	65.4	4.6	At Risk	Meat	Bhopal	Pune	51	35.6	4.6	0	6	0	0
TRK0073	Cold-Chain Road Truck	27/12/2024	22:45	-0.1	60.1	1.9	Fresh	Meat	Ahmedabad	Lucknow	12.1	8	5.7	0	2	0	0
TRK0397	Cold-Chain Road Truck	11/03/2024	19:35	5.7	31	6	At Risk	Vegetables	Lucknow	Nashik	50.7	25.2	8.4	0	9	0	0
TRK0294	Cold-Chain Road Truck	18/11/2025	19:35	2.4	87.7	5.5	At Risk	Seafood	Kolkata	Udaipur	34.3	35.5	3.1	0	5	0	0
TRK0333	Cold-Chain Road Truck	07/02/2024	14:25	0	89.6	4	At Risk	Seafood	Pune	Kolkata	32.8	35.8	3.1	0	4	0	0
TRK0373	Cold-Chain Road Truck	24/06/2026	5:35	1.4	96.3	7.1	At Risk	Fruits	Indore	Pune	69.8	45.6	7.6	0	14	0	0
TRK0603	Cold-Chain Road Truck	06/07/2025	15:05	2.9	75.1	3.4	Fresh	Fruits	Lucknow	Hyderabad	15	12.9	10.7	0	2	0	0
TRK0196	Cold-Chain Road Truck	26/07/2025	2:10	4.9	74.9	5	At Risk	Flowers	Kolkata	Ahmedabad	55.2	41.1	4.3	0	7	0	0
TRK0086	Cold-Chain Road Truck	06/09/2025	19:15	13	80.8	5	At Risk	Fruits	Bengaluru	Chennai	39.1	32.9	9.5	0	5	0	0
TRK0725	Cold-Chain Road Truck	05/08/2025	2:20	8.8	74	6.1	At Risk	Flowers	Pune	Bhopal	65.8	49.7	4	0	9	0	0
TRK0717	Cold-Chain Road Truck	30/01/2024	6:40	4.1	36	2.8	Fresh	Flowers	Kolkata	Bengaluru	32.2	16.8	5	0	4	0	0
TRK0495	Cold-Chain Road Truck	20/06/2024	13:30	7.7	50.2	7.4	At Risk	Pharmaceuticals	Indore	Bengaluru	67.9	29.6	24.5	0	13	0	0
TRK0432	Cold-Chain Road Truck	08/03/2024	5:35	14.3	74.6	3.5	At Risk	Dairy	Hyderabad	Delhi	16.4	34.6	4.8	0	2	0	0
TRK0183	Cold-Chain Road Truck	07/09/2025	16:40	12.8	85.7	4.2	Fresh	Fruits	Surat	Jaipur	16.9	20.7	10.4	0	2	0	0
TRK0035	Cold-Chain Road Truck	28/04/2026	9:15	8.2	43.2	3.2	Fresh	Pharmaceuticals	Lucknow	Bengaluru	29.2	17.4	26.8	0	5	0	0
TRK0032	Cold-Chain Road Truck	09/08/2026	17:20	8.1	92.7	6.5	Spoiled	Flowers	Pune	Nashik	62.3	55.4	3.9	0	9	0	0
TRK0325	Cold-Chain Road Truck	04/05/2026	12:30	2.9	74.1	6.3	At Risk	Dairy	Bhopal	Pune	52.8	39	5.3	0	7	0	0
TRK0741	Cold-Chain Road Truck	03/10/2024	16:35	1.3	84.7	6.9	At Risk	Vegetables	Chennai	Kolkata	68.8	47.7	6.3	0	11	0	0
TRK0182	Cold-Chain Road Truck	02/01/2024	1:10	4.4	92.7	6.5	Spoiled	Flowers	Jaipur	Hyderabad	63.2	55.4	3.9	0	12	0	0
TRK0391	Cold-Chain Road Truck	16/12/2024	20:10	18.5	49.5	5.3	At Risk	Pharmaceuticals	Nashik	Delhi	67.5	34.3	23	0	9	0	0
TRK0067	Cold-Chain Road Truck	27/02/2025	8:30	3.1	49.5	3.9	Fresh	Pharmaceuticals	Pune	Chennai	54.3	20	26.3	0	7	0	0
TRK0616	Cold-Chain Road Truck	08/07/2026	19:30	10	89.1	2.7	Fresh	Vegetables	Jaipur	Kolkata	23.2	24.4	8.5	0	3	0	0
TRK0954	Cold-Chain Road Truck	04/07/2026	20:25	4.5	84.8	1.7	Fresh	Seafood	Lucknow	Bhopal	8.4	21.3	3.4	0	2	0	0
TRK0573	Cold-Chain Road Truck	20/05/2025	16:25	0.4	87.2	6	Spoiled	Seafood	Mumbai	Nashik	67.7	79.4	2.6	0	10	0	0
TRK0879	Cold-Chain Road Truck	10/09/2025	14:05	10.2	61.5	4	At Risk	Dairy	Jaipur	Indore	29.6	34.2	5.1	0	5	0	0
TRK0105	Cold-Chain Road Truck	17/03/2026	16:00	5.9	72.9	2.9	Fresh	Meat	Hyderabad	Pune	14.6	20.2	5.1	0	2	0	0
TRK0818	Cold-Chain Road Truck	14/11/2025	16:10	1.9	45.4	5.5	Fresh	Pharmaceuticals	Ahmedabad	Kolkata	52.5	19.4	26.4	0	9	0	0
TRK0263	Cold-Chain Road Truck	14/08/2026	7:30	0.8	81.5	5.4	At Risk	Seafood	Mumbai	Nashik	38.8	42.5	3.5	0	6	0	0
TRK0816	Cold-Chain Road Truck	16/04/2025	15:40	3.4	90.7	4.4	At Risk	Flowers	Ahmedabad	Udaipur	41.4	42.8	3.7	0	6	0	0
TRK0044	Cold-Chain Road Truck	18/06/2025	0:10	7	56.1	3.8	Fresh	Pharmaceuticals	Hyderabad	Chennai	19.6	9.7	28.1	0	2	0	0
TRK0891	Cold-Chain Road Truck	24/02/2024	20:05	3.7	20.7	3	Fresh	Seafood	Chennai	Indore	5.7	6.7	4	0	1	0	0
TRK0677	Cold-Chain Road Truck	08/01/2025	16:45	2.9	71.6	3.3	Fresh	Fruits	Delhi	Indore	20.6	20.2	10.1	0	4	0	0
TRK0840	Cold-Chain Road Truck	09/12/2025	20:40	6.3	50.6	5	At Risk	Pharmaceuticals	Hyderabad	Nashik	47	26.5	25.1	0	5	0	0
TRK0390	Cold-Chain Road Truck	02/01/2024	8:20	3	86	3.7	At Risk	Seafood	Hyderabad	Jaipur	38.1	41.4	3.3	0	5	0	0
TRK0728	Cold-Chain Road Truck	16/07/2025	7:00	8.5	80.8	4.4	At Risk	Meat	Pune	Ahmedabad	30.7	36.9	4.2	0	6	0	0
TRK0949	Cold-Chain Road Truck	14/01/2024	18:10	7.5	42.3	3.2	Fresh	Pharmaceuticals	Udaipur	Kolkata	16.9	12.7	27.6	0	2	0	0
TRK0309	Cold-Chain Road Truck	17/01/2024	9:30	16	63.6	1.9	At Risk	Dairy	Udaipur	Jaipur	2.6	26.9	5	0	1	0	0
TRK0150	Cold-Chain Road Truck	12/10/2024	21:45	5.3	71.5	7.6	At Risk	Flowers	Indore	Chennai	68.2	53.1	4	0	9	0	0
TRK0268	Cold-Chain Road Truck	26/01/2025	7:45	7.6	40.2	5.9	At Risk	Vegetables	Delhi	Mumbai	46.1	25.3	8.4	0	8	0	0
TRK0790	Cold-Chain Road Truck	27/02/2025	14:10	9.3	71.4	4.4	At Risk	Dairy	Jaipur	Surat	34.4	37.1	5.1	0	4	0	0
TRK0986	Cold-Chain Road Truck	07/05/2024	12:40	22.1	87.3	6.2	At Risk	Fruits	Lucknow	Delhi	58.6	54.9	7.4	0	7	0	0
TRK0002	Cold-Chain Road Truck	28/11/2025	19:40	9.5	82.9	1.7	At Risk	Vegetables	Chennai	Bengaluru	12.9	25.9	8.4	0	2	0	0
TRK0502	Cold-Chain Road Truck	29/11/2025	22:35	-0.1	62.7	3.3	At Risk	Meat	Surat	Hyderabad	45.7	29.3	4.9	0	7	0	0
TRK0981	Cold-Chain Road Truck	14/12/2025	23:20	9.7	84.3	6.4	At Risk	Fruits	Hyderabad	Delhi	42.4	37.8	9.2	0	6	0	0
TRK0413	Cold-Chain Road Truck	04/05/2024	12:55	8.4	76.9	3.6	Fresh	Fruits	Ahmedabad	Hyderabad	9.8	13.2	11	0	1	0	0
TRK0249	Cold-Chain Road Truck	17/05/2026	8:30	2.7	92.9	2.4	At Risk	Meat	Jaipur	Lucknow	36.7	35	4.7	0	5	0	0
TRK0334	Cold-Chain Road Truck	25/03/2024	17:15	11.8	84.9	5.1	Spoiled	Seafood	Delhi	Bhopal	58.3	87.3	1.7	0	11	0	0
TRK0983	Cold-Chain Road Truck	04/02/2025	5:35	6.6	81.1	6.8	Spoiled	Meat	Kolkata	Udaipur	65.4	83.6	3.3	0	11	0	0
TRK0977	Cold-Chain Road Truck	22/05/2026	9:35	5.3	60.6	6.7	At Risk	Seafood	Delhi	Jaipur	57.9	44.7	3.4	0	10	0	0
TRK0127	Cold-Chain Road Truck	08/07/2024	7:45	4.3	64.9	5.5	At Risk	Dairy	Indore	Udaipur	56.1	35.3	5.5	0	9	0	0
TRK0937	Cold-Chain Road Truck	02/08/2025	22:25	3.4	64.8	5	At Risk	Dairy	Hyderabad	Delhi	54.5	39.1	5.3	0	8	0	0
TRK0563	Cold-Chain Road Truck	27/09/2025	0:40	14.9	92.7	7.3	At Risk	Fruits	Surat	Kolkata	69	54.5	7.9	0	10	0	0
TRK0800	Cold-Chain Road Truck	04/09/2024	9:50	14.9	78.4	4.6	At Risk	Dairy	Kolkata	Lucknow	30.4	39.4	4.6	0	4	0	0
TRK0328	Cold-Chain Road Truck	03/12/2024	18:35	6.8	40.2	5.9	Fresh	Pharmaceuticals	Kolkata	Bengaluru	50.3	22.1	25.9	0	10	0	0
TRK0318	Cold-Chain Road Truck	28/07/2024	7:10	7.4	69	3.8	At Risk	Dairy	Indore	Bengaluru	36.3	33.3	5.5	0	4	0	0
TRK0998	Cold-Chain Road Truck	05/03/2024	20:10	50.9	47.3	4.5	At Risk	Seafood	Jaipur	Udaipur	56.7	50	2.7	0	10	0	0
TRK0730	Cold-Chain Road Truck	18/08/2024	12:40	6.1	62	1.8	Fresh	Pharmaceuticals	Bengaluru	Bhopal	3.1	7.3	28.7	0	1	0	0
TRK0899	Cold-Chain Road Truck	10/02/2025	8:40	3.9	77.8	2.1	Fresh	Dairy	Pune	Jaipur	7.9	18.4	6.2	0	1	0	0
TRK0025	Cold-Chain Road Truck	08/03/2025	19:00	6.8	71	6.5	At Risk	Dairy	Ahmedabad	Bengaluru	70.7	50.5	4.9	0	9	0	0
